1540094405 59 10/21/18 00:00:05
1540094705 59.2 10/21/18 00:05:05
1540095005 59 10/21/18 00:10:05
1540095305 59 10/21/18 00:15:05
1540095605 58.8 10/21/18 00:20:05
1540095905 58.8 10/21/18 00:25:05
1540096205 58.5 10/21/18 00:30:05
1540096505 58.5 10/21/18 00:35:05
1540096805 58.5 10/21/18 00:40:05
1540097105 58.5 10/21/18 00:45:05
1540097405 58.3 10/21/18 00:50:05
1540097705 58.3 10/21/18 00:55:05
1540098005 58.3 10/21/18 01:00:05
1540098305 58.3 10/21/18 01:05:05
1540098605 58.1 10/21/18 01:10:05
1540098905 58.1 10/21/18 01:15:05
1540099205 57.8 10/21/18 01:20:05
1540099505 58.1 10/21/18 01:25:05
1540099805 58.3 10/21/18 01:30:05
1540100105 58.5 10/21/18 01:35:05
1540100405 58.3 10/21/18 01:40:05
1540100705 58.1 10/21/18 01:45:05
1540101005 58.1 10/21/18 01:50:05
1540101305 58.1 10/21/18 01:55:05
1540101605 58.1 10/21/18 02:00:05
1540101905 57.8 10/21/18 02:05:05
1540102205 58.1 10/21/18 02:10:05
1540102505 58.3 10/21/18 02:15:05
1540102805 58.5 10/21/18 02:20:05
1540103105 58.3 10/21/18 02:25:05
1540103405 58.3 10/21/18 02:30:05
1540103706 58.1 10/21/18 02:35:06
1540104005 58.1 10/21/18 02:40:05
1540104305 57.8 10/21/18 02:45:05
1540104605 58.1 10/21/18 02:50:05
1540104905 58.3 10/21/18 02:55:05
1540105205 58.3 10/21/18 03:00:05
1540105505 58.1 10/21/18 03:05:05
1540105805 58.1 10/21/18 03:10:05
1540106105 57.8 10/21/18 03:15:05
1540106405 57.8 10/21/18 03:20:05
1540106705 57.8 10/21/18 03:25:05
1540107005 57.8 10/21/18 03:30:05
1540107305 58.1 10/21/18 03:35:05
1540107605 58.3 10/21/18 03:40:05
1540107905 58.1 10/21/18 03:45:05
1540108205 58.1 10/21/18 03:50:05
1540108505 57.8 10/21/18 03:55:05
1540108805 57.8 10/21/18 04:00:05
1540109105 57.8 10/21/18 04:05:05
1540109405 58.1 10/21/18 04:10:05
1540109705 58.1 10/21/18 04:15:05
1540110005 58.1 10/21/18 04:20:05
1540110305 57.8 10/21/18 04:25:05
1540110605 57.8 10/21/18 04:30:05
1540110905 57.8 10/21/18 04:35:05
1540111205 58.1 10/21/18 04:40:05
1540111505 58.3 10/21/18 04:45:05
1540111805 58.1 10/21/18 04:50:05
1540112105 58.1 10/21/18 04:55:05
1540112405 57.8 10/21/18 05:00:05
1540112705 57.8 10/21/18 05:05:05
1540113005 57.8 10/21/18 05:10:05
1540113305 57.6 10/21/18 05:15:05
1540113605 57.6 10/21/18 05:20:05
1540113905 57.6 10/21/18 05:25:05
1540114205 57.6 10/21/18 05:30:05
1540114505 57.6 10/21/18 05:35:05
1540114805 57.4 10/21/18 05:40:05
1540115105 57.2 10/21/18 05:45:05
1540115405 57.2 10/21/18 05:50:05
1540115705 57.4 10/21/18 05:55:05
1540116005 57.6 10/21/18 06:00:05
1540116305 57.6 10/21/18 06:05:05
1540116606 57.6 10/21/18 06:10:06
1540116905 57.4 10/21/18 06:15:05
1540117205 57.4 10/21/18 06:20:05
1540117508 57.4 10/21/18 06:25:08
1540117805 57.8 10/21/18 06:30:05
1540118105 57.8 10/21/18 06:35:05
1540118405 57.8 10/21/18 06:40:05
1540118705 57.6 10/21/18 06:45:05
1540119005 57.4 10/21/18 06:50:05
1540119305 57.4 10/21/18 06:55:05
1540119605 57.4 10/21/18 07:00:05
1540119905 57.4 10/21/18 07:05:05
1540120205 57.4 10/21/18 07:10:05
1540120505 57.2 10/21/18 07:15:05
1540120805 57.2 10/21/18 07:20:05
1540121105 57.2 10/21/18 07:25:05
1540121405 57.4 10/21/18 07:30:05
1540121705 57.6 10/21/18 07:35:05
1540122005 57.6 10/21/18 07:40:05
1540122305 57.6 10/21/18 07:45:05
1540122605 57.6 10/21/18 07:50:05
1540122905 57.4 10/21/18 07:55:05
1540123205 57.4 10/21/18 08:00:05
1540123505 57.2 10/21/18 08:05:05
1540123805 57.2 10/21/18 08:10:05
1540124105 57.4 10/21/18 08:15:05
1540124405 57.6 10/21/18 08:20:05
1540124705 57.6 10/21/18 08:25:05
1540125005 57.4 10/21/18 08:30:05
1540125305 57.4 10/21/18 08:35:05
1540125605 57.2 10/21/18 08:40:05
1540125905 57.2 10/21/18 08:45:05
1540126205 57.2 10/21/18 08:50:05
1540126505 57.2 10/21/18 08:55:05
1540126805 57.2 10/21/18 09:00:05
1540127105 57 10/21/18 09:05:05
1540127405 57 10/21/18 09:10:05
1540127705 57.2 10/21/18 09:15:05
1540128005 57.4 10/21/18 09:20:05
1540128305 57.4 10/21/18 09:25:05
1540128605 57.4 10/21/18 09:30:05
1540128905 57.4 10/21/18 09:35:05
1540129205 57.2 10/21/18 09:40:05
1540129505 57.2 10/21/18 09:45:05
1540129805 57.2 10/21/18 09:50:05
1540130105 57.4 10/21/18 09:55:05
1540130405 57.6 10/21/18 10:00:05
1540130705 57.6 10/21/18 10:05:05
1540131005 57.6 10/21/18 10:10:05
1540131305 57.4 10/21/18 10:15:05
1540131605 57.4 10/21/18 10:20:05
1540131905 57.4 10/21/18 10:25:05
1540132205 57.2 10/21/18 10:30:05
1540132505 57.2 10/21/18 10:35:05
1540132805 57.2 10/21/18 10:40:05
1540133105 57.2 10/21/18 10:45:05
1540133405 57.2 10/21/18 10:50:05
1540133705 57.2 10/21/18 10:55:05
1540134005 57.2 10/21/18 11:00:05
1540134305 57.4 10/21/18 11:05:05
1540134605 57.6 10/21/18 11:10:05
1540134905 57.6 10/21/18 11:15:05
1540135205 57.8 10/21/18 11:20:05
1540135505 57.8 10/21/18 11:25:05
1540135805 57.8 10/21/18 11:30:05
1540136106 57.8 10/21/18 11:35:06
1540136405 57.6 10/21/18 11:40:05
1540136705 57.8 10/21/18 11:45:05
1540137005 57.8 10/21/18 11:50:05
1540137305 57.6 10/21/18 11:55:05
1540137605 57.6 10/21/18 12:00:05
1540137905 57.6 10/21/18 12:05:05
1540138205 57.6 10/21/18 12:10:05
1540138505 57.6 10/21/18 12:15:05
1540138805 57.6 10/21/18 12:20:05
1540139105 57.6 10/21/18 12:25:05
1540139405 57.6 10/21/18 12:30:05
1540139705 57.4 10/21/18 12:35:05
1540140005 57.4 10/21/18 12:40:05
1540140305 57.6 10/21/18 12:45:05
1540140605 57.8 10/21/18 12:50:05
1540140905 58.1 10/21/18 12:55:05
1540141205 58.3 10/21/18 13:00:05
1540141505 58.1 10/21/18 13:05:05
1540141805 58.1 10/21/18 13:10:05
1540142105 58.1 10/21/18 13:15:05
1540142405 57.8 10/21/18 13:20:05
1540142705 57.8 10/21/18 13:25:05
1540143005 57.8 10/21/18 13:30:05
1540143305 57.8 10/21/18 13:35:05
1540143605 58.3 10/21/18 13:40:05
1540143905 58.3 10/21/18 13:45:05
1540144205 58.3 10/21/18 13:50:05
1540144505 58.3 10/21/18 13:55:05
1540144805 58.3 10/21/18 14:00:05
1540145105 58.3 10/21/18 14:05:05
1540145405 58.3 10/21/18 14:10:05
1540145705 58.3 10/21/18 14:15:05
1540146005 58.3 10/21/18 14:20:05
1540146305 58.5 10/21/18 14:25:05
1540146605 58.5 10/21/18 14:30:05
1540146905 58.8 10/21/18 14:35:05
1540147205 58.8 10/21/18 14:40:05
1540147505 58.8 10/21/18 14:45:05
