1537675205 69.6 09/23/18 00:00:05
1537675505 69.6 09/23/18 00:05:05
1537675805 69.8 09/23/18 00:10:05
1537676105 69.8 09/23/18 00:15:05
1537676405 69.6 09/23/18 00:20:05
1537676705 69.6 09/23/18 00:25:05
1537677005 69.8 09/23/18 00:30:05
1537677305 69.8 09/23/18 00:35:05
1537677605 69.8 09/23/18 00:40:05
1537677905 69.8 09/23/18 00:45:05
1537678205 69.8 09/23/18 00:50:05
1537678505 69.8 09/23/18 00:55:05
1537678805 69.8 09/23/18 01:00:05
1537679105 69.8 09/23/18 01:05:05
1537679405 69.8 09/23/18 01:10:05
1537679705 70 09/23/18 01:15:05
1537680005 70 09/23/18 01:20:05
1537680305 70 09/23/18 01:25:05
1537680605 70 09/23/18 01:30:05
1537680905 70 09/23/18 01:35:05
1537681205 70 09/23/18 01:40:05
1537681505 70 09/23/18 01:45:05
1537681805 70 09/23/18 01:50:05
1537682105 70 09/23/18 01:55:05
1537682405 70 09/23/18 02:00:05
1537682705 70 09/23/18 02:05:05
1537683005 70.2 09/23/18 02:10:05
1537683305 70 09/23/18 02:15:05
1537683605 70 09/23/18 02:20:05
1537683905 70 09/23/18 02:25:05
1537684205 70 09/23/18 02:30:05
1537684505 70 09/23/18 02:35:05
1537684805 70 09/23/18 02:40:05
1537685105 70 09/23/18 02:45:05
1537685405 70 09/23/18 02:50:05
1537685705 70 09/23/18 02:55:05
1537686005 69.8 09/23/18 03:00:05
1537686305 70 09/23/18 03:05:05
1537686605 70 09/23/18 03:10:05
1537686905 69.8 09/23/18 03:15:05
1537687205 69.8 09/23/18 03:20:05
1537687505 69.6 09/23/18 03:25:05
1537687805 69.6 09/23/18 03:30:05
1537688105 69.6 09/23/18 03:35:05
1537688405 69.6 09/23/18 03:40:05
1537688705 69.3 09/23/18 03:45:05
1537689005 69.1 09/23/18 03:50:05
1537689305 69.1 09/23/18 03:55:05
1537689605 69.1 09/23/18 04:00:05
1537689905 69.1 09/23/18 04:05:05
1537690205 69.1 09/23/18 04:10:05
1537690505 68.9 09/23/18 04:15:05
1537690805 68.7 09/23/18 04:20:05
1537691105 68.7 09/23/18 04:25:05
1537691405 68.7 09/23/18 04:30:05
1537691705 68.7 09/23/18 04:35:05
1537692005 68.4 09/23/18 04:40:05
1537692305 68.4 09/23/18 04:45:05
1537692605 68.4 09/23/18 04:50:05
1537692905 68.4 09/23/18 04:55:05
1537693205 68.4 09/23/18 05:00:05
1537693505 68.4 09/23/18 05:05:05
1537693805 68.4 09/23/18 05:10:05
1537694105 68.4 09/23/18 05:15:05
1537694405 68.7 09/23/18 05:20:05
1537694705 68.7 09/23/18 05:25:05
